sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"PMCH","Approved symbol","PMCH","pro-melanin concentrating hormone","HGNC:9109","12q23.2"
"TMEM89","Approved symbol","TMEM89","transmembrane protein 89","HGNC:32372","3p21.31"
"TEKTIP1","Approved symbol","TEKTIP1","tektin bundle interacting protein 1","HGNC:34496","19p13.3"
"CCDC159","Approved symbol","CCDC159","coiled-coil domain containing 159","HGNC:26996","19p13.2"
"RIPK4","Approved symbol","RIPK4","receptor interacting serine/threonine kinase 4","HGNC:496","21q22.3"
"LRIT3","Approved symbol","LRIT3","leucine rich repeat, Ig-like and transmembrane domains 3","HGNC:24783","4q25"
"NPIPA1","Approved symbol","NPIPA1","nuclear pore complex interacting protein family member A1","HGNC:7909","16p13.11"
"SF3A3","Approved symbol","SF3A3","splicing factor 3a subunit 3","HGNC:10767","1p34.3"
"TFDP3","Approved symbol","TFDP3","transcription factor Dp family member 3","HGNC:24603","Xq26.2"
"TRIM61","Approved symbol","TRIM61","tripartite motif containing 61","HGNC:24339","4q32.3"
"GRIN2A","Approved symbol","GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A","HGNC:4585","16p13.2"
"URAD","Approved symbol","URAD","ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase","HGNC:17785","13q12.2"
"GTF2H2C","Approved symbol","GTF2H2C","GTF2H2 family member C","HGNC:31394","5q13.2"
"ASB7","Approved symbol","ASB7","ankyrin repeat and SOCS box containing 7","HGNC:17182","15q26.3"
"SH2D7","Approved symbol","SH2D7","SH2 domain containing 7","HGNC:34549","15q25.1"
"TREX2","Approved symbol","TREX2","three prime repair exonuclease 2","HGNC:12270","Xq28"
"GPR132","Approved symbol","GPR132","G protein-coupled receptor 132","HGNC:17482","14q32.33"
"MX2","Approved symbol","MX2","MX dynamin like GTPase 2","HGNC:7533","21q22.3"
"EP400","Approved symbol","EP400","E1A binding protein p400","HGNC:11958","12q24.33"
"MEX3B","Approved symbol","MEX3B","mex-3 RNA binding family member B","HGNC:25297","15q25.2"
"TENT5C","Approved symbol","TENT5C","terminal nucleotidyltransferase 5C","HGNC:24712","1p12"
"COA5","Approved symbol","COA5","cytochrome c oxidase assembly factor 5","HGNC:33848","2q11.2"
"UTP11","Approved symbol","UTP11","UTP11 small subunit processome component","HGNC:24329","1p34.3"
"PSMG1","Approved symbol","PSMG1","proteasome assembly chaperone 1","HGNC:3043","21q22.2"
"PRR14L","Approved symbol","PRR14L","proline rich 14 like","HGNC:28738","22q12.2"
"KLRC4","Approved symbol","KLRC4","killer cell lectin like receptor C4","HGNC:6377","12p13.2"
"ACSM5","Approved symbol","ACSM5","acyl-CoA synthetase medium chain family member 5","HGNC:26060","16p12.3"
"C10orf120","Approved symbol","C10orf120","chromosome 10 open reading frame 120","HGNC:25707","10q26.13"
"IZUMO1R","Approved symbol","IZUMO1R","IZUMO1 receptor, JUNO","HGNC:32565","11q21"
"SERHL2","Approved symbol","SERHL2","serine hydrolase like 2","HGNC:29446","22q13.2"
"PCBP3","Approved symbol","PCBP3","poly(rC) binding protein 3","HGNC:8651","21q22.3"
"PGPEP1L","Approved symbol","PGPEP1L","pyroglutamyl-peptidase I like","HGNC:27080","15q26.3"
"SETD3","Approved symbol","SETD3","SET domain containing 3, actin N3(tau)-histidine methyltransferase","HGNC:20493","14q32.2"
"TNFAIP8L3","Approved symbol","TNFAIP8L3","TNF alpha induced protein 8 like 3","HGNC:20620","15q21.2"
"ZNRF3","Approved symbol","ZNRF3","zinc and ring finger 3","HGNC:18126","22q12.1"
"FBXL7","Approved symbol","FBXL7","F-box and leucine rich repeat protein 7","HGNC:13604","5p15.1"
"TANGO2","Approved symbol","TANGO2","transport and golgi organization 2 homolog","HGNC:25439","22q11.21"
"H3C13","Approved symbol","H3C13","H3 clustered histone 13","HGNC:25311","1q21.2"
"SFXN4","Approved symbol","SFXN4","sideroflexin 4","HGNC:16088","10q26.11"
"GKN2","Approved symbol","GKN2","gastrokine 2","HGNC:24588","2p13.3"
"FAM167B","Approved symbol","FAM167B","family with sequence similarity 167 member B","HGNC:28133","1p35.2"
"MRPL54","Approved symbol","MRPL54","mitochondrial ribosomal protein L54","HGNC:16685","19p13.3"
"ZNF438","Approved symbol","ZNF438","zinc finger protein 438","HGNC:21029","10p11.23"
"HMCES","Approved symbol","HMCES","5-hydroxymethylcytosine binding, ES cell specific","HGNC:24446","3q21.3"
"CCR3","Approved symbol","CCR3","C-C motif chemokine receptor 3","HGNC:1604","3p21.31"
"DGCR6","Approved symbol","DGCR6","DiGeorge syndrome critical region gene 6","HGNC:2846","22q11.21"
"GOLGA8G","Approved symbol","GOLGA8G","golgin A8 family member G","HGNC:25328","15q13.1"
"PRR32","Approved symbol","PRR32","proline rich 32","HGNC:34498","Xq25"
"TP53TG3","Approved symbol","TP53TG3","TP53 target 3","HGNC:30759","16p11.2"
"RP1L1","Approved symbol","RP1L1","RP1 like 1","HGNC:15946","8p23.1"
"KRTAP8-1","Approved symbol","KRTAP8-1","keratin associated protein 8-1","HGNC:18935","21q22.11"
"HOATZ","Approved symbol","HOATZ","HOATZ cilia and flagella associated protein","HGNC:25061","11q23.1"
"ZNF530","Approved symbol","ZNF530","zinc finger protein 530","HGNC:29297","19q13.43"
"NDUFB1","Approved symbol","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1","HGNC:7695","14q31.3"
"MARCHF11","Approved symbol","MARCHF11","membrane associated ring-CH-type finger 11","HGNC:33609","5p15.1"
"KLHL25","Approved symbol","KLHL25","kelch like family member 25","HGNC:25732","15q25.3"
"TAFA1","Approved symbol","TAFA1","TAFA chemokine like family member 1","HGNC:21587","3p14.1"
"TRMT12","Approved symbol","TRMT12","tRNA methyltransferase 12 homolog","HGNC:26091","8q24.13"
"PSG9","Approved symbol","PSG9","pregnancy specific beta-1-glycoprotein 9","HGNC:9526","19q13.31"
"CMKLR2","Approved symbol","CMKLR2","chemerin chemokine-like receptor 2","HGNC:4463","2q33.3"
"BMP8A","Approved symbol","BMP8A","bone morphogenetic protein 8a","HGNC:21650","1p34.3"
"ALYREF","Approved symbol","ALYREF","Aly/REF export factor","HGNC:19071","17q25.3"
"RFLNB","Approved symbol","RFLNB","refilin B","HGNC:28705","17p13.3"
"EFHC2","Approved symbol","EFHC2","EF-hand domain containing 2","HGNC:26233","Xp11.3"
"NOG","Approved symbol","NOG","noggin","HGNC:7866","17q22"
"MRGPRX2","Approved symbol","MRGPRX2","MAS related GPR family member X2","HGNC:17983","11p15.1"
"UPP1","Approved symbol","UPP1","uridine phosphorylase 1","HGNC:12576","7p12.3"
"OR4N4","Approved symbol","OR4N4","olfactory receptor family 4 subfamily N member 4","HGNC:15375","15q11.2"
"IFNL2","Approved symbol","IFNL2","interferon lambda 2","HGNC:18364","19q13.2"
"OPCML","Approved symbol","OPCML","opioid binding protein/cell adhesion molecule like","HGNC:8143","11q25"
"TRIM52","Approved symbol","TRIM52","tripartite motif containing 52","HGNC:19024","5q35.3"
"LHFPL6","Approved symbol","LHFPL6","LHFPL tetraspan subfamily member 6","HGNC:6586","13q13.3-q14.11"
"CMTM4","Approved symbol","CMTM4","CKLF like MARVEL transmembrane domain containing 4","HGNC:19175","16q22.1-q22.3"
"TMEM50A","Approved symbol","TMEM50A","transmembrane protein 50A","HGNC:30590","1p36.11"
"FIGLA","Approved symbol","FIGLA","folliculogenesis specific bHLH transcription factor","HGNC:24669","2p13.3"
"ASCL2","Approved symbol","ASCL2","achaete-scute family bHLH transcription factor 2","HGNC:739","11p15.5"
"TBK1","Approved symbol","TBK1","TANK binding kinase 1","HGNC:11584","12q14.2"
"CBX6","Approved symbol","CBX6","chromobox 6","HGNC:1556","22q13.1"
"MACC1","Approved symbol","MACC1","MET transcriptional regulator MACC1","HGNC:30215","7p21.1"
"ACSM2A","Approved symbol","ACSM2A","acyl-CoA synthetase medium chain family member 2A","HGNC:32017","16p12.3"
"TBL3","Approved symbol","TBL3","transducin beta like 3","HGNC:11587","16p13.3"
"BPY2","Approved symbol","BPY2","basic charge Y-linked 2","HGNC:13508","Yq11.223"
"ACP7","Approved symbol","ACP7","acid phosphatase 7, tartrate resistant (putative)","HGNC:33781","19q13.2"
"KREMEN1","Approved symbol","KREMEN1","kringle containing transmembrane protein 1","HGNC:17550","22q12.1"
"TRAIP","Approved symbol","TRAIP","TRAF interacting protein","HGNC:30764","3p21.31"
"CHEK2","Approved symbol","CHEK2","checkpoint kinase 2","HGNC:16627","22q12.1"
"FOXL2","Approved symbol","FOXL2","forkhead box L2","HGNC:1092","3q22.3"
"AIFM3","Approved symbol","AIFM3","AIF family member 3","HGNC:26398","22q11.21"
"KCTD16","Approved symbol","KCTD16","potassium channel tetramerization domain containing 16","HGNC:29244","5q31.3"
"B3GALT5","Approved symbol","B3GALT5","beta-1,3-galactosyltransferase 5","HGNC:920","21q22.2"
"ZNF703","Approved symbol","ZNF703","zinc finger protein 703","HGNC:25883","8p11.23"
"SLC35F3","Approved symbol","SLC35F3","solute carrier family 35 member F3","HGNC:23616","1q42.2"
"KCTD8","Approved symbol","KCTD8","potassium channel tetramerization domain containing 8","HGNC:22394","4p13"
"TUBA8","Approved symbol","TUBA8","tubulin alpha 8","HGNC:12410","22q11.21"
"NPIPA5","Approved symbol","NPIPA5","nuclear pore complex interacting protein family member A5","HGNC:41980","16p13.11"
"BPY2B","Approved symbol","BPY2B","basic charge Y-linked 2B","HGNC:25449","Yq11.23"
"EMILIN3","Approved symbol","EMILIN3","elastin microfibril interfacer 3","HGNC:16123","20q12"
"EMILIN3","Previous symbol","MMRN2","multimerin 2","HGNC:19888","10q23.2"
"OLFML1","Approved symbol","OLFML1","olfactomedin like 1","HGNC:24473","11p15.4"
"FAM162B","Approved symbol","FAM162B","family with sequence similarity 162 member B","HGNC:21549","6q22.1"
"RBM12B","Approved symbol","RBM12B","RNA binding motif protein 12B","HGNC:32310","8q22.1"
"CCR4","Approved symbol","CCR4","C-C motif chemokine receptor 4","HGNC:1605","3p22.3"
"CCR4","Alias symbol","CNOT6","CCR4-NOT transcription complex subunit 6","HGNC:14099","5q35.3"
"LIN9","Approved symbol","LIN9","lin-9 DREAM MuvB core complex component","HGNC:30830","1q42.12"
"BTBD9","Approved symbol","BTBD9","BTB domain containing 9","HGNC:21228","6p21.2"
"NUDT14","Approved symbol","NUDT14","nudix hydrolase 14","HGNC:20141","14q32.33"
"ANKRD45","Approved symbol","ANKRD45","ankyrin repeat domain 45","HGNC:24786","1q25.1"
"CFAP91","Approved symbol","CFAP91","cilia and flagella associated protein 91","HGNC:24010","3q13.33"
"PNMA3","Approved symbol","PNMA3","PNMA family member 3","HGNC:18742","Xq28"
"GPR39","Approved symbol","GPR39","G protein-coupled receptor 39","HGNC:4496","2q21.2"
"FAM3B","Approved symbol","FAM3B","FAM3 metabolism regulating signaling molecule B","HGNC:1253","21q22.3"
"ZNF730","Approved symbol","ZNF730","zinc finger protein 730","HGNC:32470","19p12"
"KIRREL1","Approved symbol","KIRREL1","kirre like nephrin family adhesion molecule 1","HGNC:15734","1q23.1"
"IQGAP3","Approved symbol","IQGAP3","IQ motif containing GTPase activating protein 3","HGNC:20669","1q22"
"CNGA2","Approved symbol","CNGA2","cyclic nucleotide gated channel subunit alpha 2","HGNC:2149","Xq28"
"TOB2","Approved symbol","TOB2","transducer of ERBB2, 2","HGNC:11980","22q13.2"
"SCN5A","Approved symbol","SCN5A","sodium voltage-gated channel alpha subunit 5","HGNC:10593","3p22.2"
"ARSI","Approved symbol","ARSI","arylsulfatase family member I","HGNC:32521","5q32"
"UTY","Approved symbol","UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked","HGNC:12638","Yq11.221"
"SRARP","Approved symbol","SRARP","steroid receptor associated and regulated protein","HGNC:28339","1p36.13"
"NPIPA6","Approved symbol","NPIPA6","nuclear pore complex interacting protein family, member A6","HGNC:27893","16p13.11"
"TTC32","Approved symbol","TTC32","tetratricopeptide repeat domain 32","HGNC:32954","2p24.1"
"LRRC55","Approved symbol","LRRC55","leucine rich repeat containing 55","HGNC:32324","11q12.1"
"DNAH2","Approved symbol","DNAH2","dynein axonemal heavy chain 2","HGNC:2948","17p13.1"
"SH2D1A","Approved symbol","SH2D1A","SH2 domain containing 1A","HGNC:10820","Xq25"
"SDR42E2","Approved symbol","SDR42E2","short chain dehydrogenase/reductase family 42E, member 2","HGNC:35414","16p12.1"
"PRKX","Approved symbol","PRKX","protein kinase cAMP-dependent X-linked catalytic subunit","HGNC:9441","Xp22.33"
"KMT5A","Approved symbol","KMT5A","lysine methyltransferase 5A","HGNC:29489","12q24.31"
"KCNH8","Approved symbol","KCNH8","potassium voltage-gated channel subfamily H member 8","HGNC:18864","3p24.3"
"SMTN","Approved symbol","SMTN","smoothelin","HGNC:11126","22q12.2"
"NPW","Approved symbol","NPW","neuropeptide W","HGNC:30509","16p13.3"
"PP2D1","Approved symbol","PP2D1","protein phosphatase 2C like domain containing 1","HGNC:28406","3p24.3"
"COA3","Approved symbol","COA3","cytochrome c oxidase assembly factor 3","HGNC:24990","17q21.2"
"NPB","Approved symbol","NPB","neuropeptide B","HGNC:30099","17q25.3"
"ST6GALNAC3","Approved symbol","ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","HGNC:19343","1p31.1"
"PTP4A2","Approved symbol","PTP4A2","protein tyrosine phosphatase 4A2","HGNC:9635","1p35.2"
"ACTG1","Approved symbol","ACTG1","actin gamma 1","HGNC:144","17q25.3"
"TMPRSS2","Approved symbol","TMPRSS2","transmembrane serine protease 2","HGNC:11876","21q22.3"
"DENND5A","Approved symbol","DENND5A","DENN domain containing 5A","HGNC:19344","11p15.4"
"OR2T10","Approved symbol","OR2T10","olfactory receptor family 2 subfamily T member 10","HGNC:19573","1q44"
"KRTAP20-2","Approved symbol","KRTAP20-2","keratin associated protein 20-2","HGNC:18944","21q22.11"
"CTAG1B","Approved symbol","CTAG1B","cancer/testis antigen 1B","HGNC:2491","Xq28"
"DIABLO","Approved symbol","DIABLO","diablo IAP-binding mitochondrial protein","HGNC:21528","12q24.31"
"VPS33B","Approved symbol","VPS33B","VPS33B late endosome and lysosome associated","HGNC:12712","15q26.1"
"TBX1","Approved symbol","TBX1","T-box transcription factor 1","HGNC:11592","22q11.21"
"ADAP2","Approved symbol","ADAP2","ArfGAP with dual PH domains 2","HGNC:16487","17q11.2"
"UQCR10","Approved symbol","UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X","HGNC:30863","22q12.2"
"FAM120C","Approved symbol","FAM120C","family with sequence similarity 120 member C","HGNC:16949","Xp11.22"
"TRIML1","Approved symbol","TRIML1","tripartite motif family like 1","HGNC:26698","4q35.2"
"EIF3C","Approved symbol","EIF3C","eukaryotic translation initiation factor 3 subunit C","HGNC:3279","16p11.2"
"CLDN5","Approved symbol","CLDN5","claudin 5","HGNC:2047","22q11.21"
"NIPSNAP1","Approved symbol","NIPSNAP1","nipsnap homolog 1","HGNC:7827","22q12.2"
"OR4F6","Approved symbol","OR4F6","olfactory receptor family 4 subfamily F member 6","HGNC:15372","15q26.3"
"CNTN2","Approved symbol","CNTN2","contactin 2","HGNC:2172","1q32.1"
"SPRR4","Approved symbol","SPRR4","small proline rich protein 4","HGNC:23173","1q21.3"
"LRRC51","Approved symbol","LRRC51","leucine rich repeat containing 51","HGNC:55526","11q13.4"
"LRRC51","Previous symbol","LRTOMT","leucine rich transmembrane and O-methyltransferase domain containing","HGNC:25033","11q13.4"
"OR10J5","Approved symbol","OR10J5","olfactory receptor family 10 subfamily J member 5","HGNC:14993","1q23.2"
"KCNQ3","Approved symbol","KCNQ3","potassium voltage-gated channel subfamily Q member 3","HGNC:6297","8q24.22"
"ADRA2C","Approved symbol","ADRA2C","adrenoceptor alpha 2C","HGNC:283","4p16.3"
"NR2C2AP","Approved symbol","NR2C2AP","nuclear receptor 2C2 associated protein","HGNC:30763","19p13.11"
"C1QTNF12","Approved symbol","C1QTNF12","C1q and TNF related 12","HGNC:32308","1p36.33"
"CRELD2","Approved symbol","CRELD2","cysteine rich with EGF like domains 2","HGNC:28150","22q13.33"
"OR1D2","Approved symbol","OR1D2","olfactory receptor family 1 subfamily D member 2","HGNC:8183","17p13.3"
"SCFD2","Approved symbol","SCFD2","sec1 family domain containing 2","HGNC:30676","4q12"
"UBE2F","Approved symbol","UBE2F","ubiquitin conjugating enzyme E2 F (putative)","HGNC:12480","2q37.3"
"KCNJ12","Approved symbol","KCNJ12","potassium inwardly rectifying channel subfamily J member 12","HGNC:6258","17p11.2"
"GPR173","Approved symbol","GPR173","G protein-coupled receptor 173","HGNC:18186","Xp11.22"
"PPP1R2","Approved symbol","PPP1R2","protein phosphatase 1 regulatory inhibitor subunit 2","HGNC:9288","3q29"
"TSPYL2","Approved symbol","TSPYL2","TSPY like 2","HGNC:24358","Xp11.22"
"GOLGA6L4","Approved symbol","GOLGA6L4","golgin A6 family like 4","HGNC:27256","15q25.2"
"PGP","Approved symbol","PGP","phosphoglycolate phosphatase","HGNC:8909","16p13.3"
"PGP","Alias symbol","PGPEP1","pyroglutamyl-peptidase I","HGNC:13568","19p13.11"
"SNRNP35","Approved symbol","SNRNP35","small nuclear ribonucleoprotein U11/U12 subunit 35","HGNC:30852","12q24.31"
"DGAT2L6","Approved symbol","DGAT2L6","diacylglycerol O-acyltransferase 2 like 6","HGNC:23250","Xq13.1"
"IRAK1","Approved symbol","IRAK1","interleukin 1 receptor associated kinase 1","HGNC:6112","Xq28"
"CMSS1","Approved symbol","CMSS1","cms1 ribosomal small subunit homolog","HGNC:28666","3q12.1"
"OLIG1","Approved symbol","OLIG1","oligodendrocyte transcription factor 1","HGNC:16983","21q22.11"
"PCDH9","Approved symbol","PCDH9","protocadherin 9","HGNC:8661","13q21.32"
"ACOT1","Approved symbol","ACOT1","acyl-CoA thioesterase 1","HGNC:33128","14q24.3"
"OAF","Approved symbol","OAF","out at first homolog","HGNC:28752","11q23.3"
"ALDH1A3","Approved symbol","ALDH1A3","aldehyde dehydrogenase 1 family member A3","HGNC:409","15q26.3"
"H2AC20","Approved symbol","H2AC20","H2A clustered histone 20","HGNC:4738","1q21.2"
"KCNK12","Approved symbol","KCNK12","potassium two pore domain channel subfamily K member 12","HGNC:6274","2p16.3"
"H2AC21","Approved symbol","H2AC21","H2A clustered histone 21","HGNC:20508","1q21.2"
"POU6F1","Approved symbol","POU6F1","POU class 6 homeobox 1","HGNC:9224","12q13.13"
"DEFB108B","Approved symbol","DEFB108B","defensin beta 108B","HGNC:29966","11q13.4"
"TM2D3","Approved symbol","TM2D3","TM2 domain containing 3","HGNC:24128","15q26.3"
"TSSC4","Approved symbol","TSSC4","tumor suppressing subtransferable candidate 4","HGNC:12386","11p15.5"
"TACSTD2","Approved symbol","TACSTD2","tumor associated calcium signal transducer 2","HGNC:11530","1p32.1"
"SIX6","Approved symbol","SIX6","SIX homeobox 6","HGNC:10892","14q23.1"
"PRKD1","Approved symbol","PRKD1","protein kinase D1","HGNC:9407","14q12"
"CCSER1","Approved symbol","CCSER1","coiled-coil serine rich protein 1","HGNC:29349","4q22.1"
"ZDHHC23","Approved symbol","ZDHHC23","zDHHC palmitoyltransferase 23","HGNC:28654","3q13.31"
"MROH7","Approved symbol","MROH7","maestro heat like repeat family member 7","HGNC:24802","1p32.3"
"S100A7A","Approved symbol","S100A7A","S100 calcium binding protein A7A","HGNC:21657","1q21.3"
"SRPK3","Approved symbol","SRPK3","SRSF protein kinase 3","HGNC:11402","Xq28"
"GDF3","Approved symbol","GDF3","growth differentiation factor 3","HGNC:4218","12p13.31"
"IQCF2","Approved symbol","IQCF2","IQ motif containing F2","HGNC:31815","3p21.2"
"SLIT3","Approved symbol","SLIT3","slit guidance ligand 3","HGNC:11087","5q34-q35.1"
"SLIT3","Alias symbol","SLIT1","slit guidance ligand 1","HGNC:11085","10q24.1"
"EFNA5","Approved symbol","EFNA5","ephrin A5","HGNC:3225","5q21.3"
"MRGPRE","Approved symbol","MRGPRE","MAS related GPR family member E","HGNC:30694","11p15.4"
"KRTAP19-1","Approved symbol","KRTAP19-1","keratin associated protein 19-1","HGNC:18936","21q22.11"
"H1-5","Approved symbol","H1-5","H1.5 linker histone, cluster member","HGNC:4719","6p22.1"
"SPATA32","Approved symbol","SPATA32","spermatogenesis associated 32","HGNC:26349","17q21.31"
"PKP3","Approved symbol","PKP3","plakophilin 3","HGNC:9025","11p15.5"
"MAP7D2","Approved symbol","MAP7D2","MAP7 domain containing 2","HGNC:25899","Xp22.12"
"CSF1","Approved symbol","CSF1","colony stimulating factor 1","HGNC:2432","1p13.3"
"COLEC10","Approved symbol","COLEC10","collectin subfamily member 10","HGNC:2220","8q24.12"
"ACTRT3","Approved symbol","ACTRT3","actin related protein T3","HGNC:24022","3q26.2"
"PLA2G6","Approved symbol","PLA2G6","phospholipase A2 group VI","HGNC:9039","22q13.1"
"MAML2","Approved symbol","MAML2","mastermind like transcriptional coactivator 2","HGNC:16259","11q21"
"PABPC1L2B","Approved symbol","PABPC1L2B","poly(A) binding protein cytoplasmic 1 like 2B","HGNC:31852","Xq13.2"
"A3GALT2","Approved symbol","A3GALT2","alpha 1,3-galactosyltransferase 2","HGNC:30005","1p35.1"
"OR4N5","Approved symbol","OR4N5","olfactory receptor family 4 subfamily N member 5","HGNC:15358","14q11.2"
"SS18L1","Approved symbol","SS18L1","SS18L1 subunit of BAF chromatin remodeling complex","HGNC:15592","20q13.33"
"KCND2","Approved symbol","KCND2","potassium voltage-gated channel subfamily D member 2","HGNC:6238","7q31.31"
"TOP1MT","Approved symbol","TOP1MT","DNA topoisomerase I mitochondrial","HGNC:29787","8q24.3"
"COPB2","Approved symbol","COPB2","COPI coat complex subunit beta 2","HGNC:2232","3q23"
"LRRC19","Approved symbol","LRRC19","leucine rich repeat containing 19","HGNC:23379","9p21.2"
"THAP7","Approved symbol","THAP7","THAP domain containing 7","HGNC:23190","22q11.21"
"KNTC1","Approved symbol","KNTC1","kinetochore associated 1","HGNC:17255","12q24.31"
"CCR10","Approved symbol","CCR10","C-C motif chemokine receptor 10","HGNC:4474","17q21.2"
"CCR10","Alias symbol","ACKR2","atypical chemokine receptor 2","HGNC:1565","3p22.1"
"NCMAP","Approved symbol","NCMAP","non-compact myelin associated protein","HGNC:29332","1p36.11"
"BPIFC","Approved symbol","BPIFC","BPI fold containing family C","HGNC:16503","22q12.3"
"WDR27","Approved symbol","WDR27","WD repeat domain 27","HGNC:21248","6q27"
"TXNRD2","Approved symbol","TXNRD2","thioredoxin reductase 2","HGNC:18155","22q11.21"
"C1QTNF8","Approved symbol","C1QTNF8","C1q and TNF related 8","HGNC:31374","16p13.3"
"OR56A3","Approved symbol","OR56A3","olfactory receptor family 56 subfamily A member 3","HGNC:14786","11p15.4"
"FOXO4","Approved symbol","FOXO4","forkhead box O4","HGNC:7139","Xq13.1"
"POU3F2","Approved symbol","POU3F2","POU class 3 homeobox 2","HGNC:9215","6q16.1"
"PTP4A3","Approved symbol","PTP4A3","protein tyrosine phosphatase 4A3","HGNC:9636","8q24.3"
"FOXD4L1","Approved symbol","FOXD4L1","forkhead box D4 like 1","HGNC:18521","2q14.1"
"TMEM255B","Approved symbol","TMEM255B","transmembrane protein 255B","HGNC:28297","13q34"
"PROS1","Approved symbol","PROS1","protein S","HGNC:9456","3q11.1"
"GAST","Approved symbol","GAST","gastrin","HGNC:4164","17q21.2"
"NUTM1","Approved symbol","NUTM1","NUT midline carcinoma family member 1","HGNC:29919","15q14"
"HDDC3","Approved symbol","HDDC3","HD domain containing 3","HGNC:30522","15q26.1"
"BEX5","Approved symbol","BEX5","brain expressed X-linked 5","HGNC:27990","Xq22.1"
"ZFP1","Approved symbol","ZFP1","ZFP1 zinc finger protein","HGNC:23328","16q23.1"
"CEND1","Approved symbol","CEND1","cell cycle exit and neuronal differentiation 1","HGNC:24153","11p15.5"
"C6orf58","Approved symbol","C6orf58","chromosome 6 open reading frame 58","HGNC:20960","6q22.33"
"DHRS7C","Approved symbol","DHRS7C","dehydrogenase/reductase 7C","HGNC:32423","17p13.1"
"DUSP8","Approved symbol","DUSP8","dual specificity phosphatase 8","HGNC:3074","11p15.5"
"SOCS3","Approved symbol","SOCS3","suppressor of cytokine signaling 3","HGNC:19391","17q25.3"
"SPEM2","Approved symbol","SPEM2","SPEM family member 2","HGNC:27315","17p13.1"
"SLITRK6","Approved symbol","SLITRK6","SLIT and NTRK like family member 6","HGNC:23503","13q31.1"
"PIWIL3","Approved symbol","PIWIL3","piwi like RNA-mediated gene silencing 3","HGNC:18443","22q11.23"
"LPAR5","Approved symbol","LPAR5","lysophosphatidic acid receptor 5","HGNC:13307","12p13.31"
"XPOT","Approved symbol","XPOT","exportin for tRNA","HGNC:12826","12q14.2"
"STING1","Approved symbol","STING1","stimulator of interferon response cGAMP interactor 1","HGNC:27962","5q31.2"
"PDE4B","Approved symbol","PDE4B","phosphodiesterase 4B","HGNC:8781","1p31.3"
"TAFA3","Approved symbol","TAFA3","TAFA chemokine like family member 3","HGNC:21590","1p13.2"
"C14orf180","Approved symbol","C14orf180","chromosome 14 open reading frame 180","HGNC:33795","14q32.33"
"SNN","Approved symbol","SNN","stannin","HGNC:11149","16p13.13"
"KCNH7","Approved symbol","KCNH7","potassium voltage-gated channel subfamily H member 7","HGNC:18863","2q24.2"
"NELL2","Approved symbol","NELL2","neural EGFL like 2","HGNC:7751","12q12"
"SPDYE12","Approved symbol","SPDYE12","speedy/RINGO cell cycle regulator family member E12","HGNC:51508","7q11.23"
"ZNF840P","Approved symbol","ZNF840P","zinc finger protein 840, pseudogene","HGNC:34344","20q13.12"
"KRBA2","Approved symbol","KRBA2","KRAB-A domain containing 2","HGNC:26989","17p13.1"
"MED12","Approved symbol","MED12","mediator complex subunit 12","HGNC:11957","Xq13.1"
"ZNF93","Approved symbol","ZNF93","zinc finger protein 93","HGNC:13169","19p12"
"SEPTIN9","Approved symbol","SEPTIN9","septin 9","HGNC:7323","17q25.3"
"PRSS55","Approved symbol","PRSS55","serine protease 55","HGNC:30824","8p23.1"
"ODF4","Approved symbol","ODF4","outer dense fiber of sperm tails 4","HGNC:19056","17p13.1"
"FOXD4L4","Approved symbol","FOXD4L4","forkhead box D4 like 4","HGNC:23762","9q21.11"
"CDCA2","Approved symbol","CDCA2","cell division cycle associated 2","HGNC:14623","8p21.2"
"RALYL","Approved symbol","RALYL","RALY RNA binding protein like","HGNC:27036","8q21.2"
"AMER1","Approved symbol","AMER1","APC membrane recruitment protein 1","HGNC:26837","Xq11.2"
"ZBTB40","Approved symbol","ZBTB40","zinc finger and BTB domain containing 40","HGNC:29045","1p36.12"
"H2BC21","Approved symbol","H2BC21","H2B clustered histone 21","HGNC:4760","1q21.2"
"CLDN6","Approved symbol","CLDN6","claudin 6","HGNC:2048","16p13.3"
"OR51M1","Approved symbol","OR51M1","olfactory receptor family 51 subfamily M member 1","HGNC:14847","11p15.4"
"SEPTIN5","Approved symbol","SEPTIN5","septin 5","HGNC:9164","22q11.21"
"EIF4ENIF1","Approved symbol","EIF4ENIF1","eukaryotic translation initiation factor 4E nuclear import factor 1","HGNC:16687","22q12.2"
"LRRC26","Approved symbol","LRRC26","leucine rich repeat containing 26","HGNC:31409","9q34.3"
"SERINC4","Approved symbol","SERINC4","serine incorporator 4","HGNC:32237","15q15.3"
"RNLS","Approved symbol","RNLS","renalase, FAD dependent amine oxidase","HGNC:25641","10q23.31"
"KRTAP6-1","Approved symbol","KRTAP6-1","keratin associated protein 6-1","HGNC:18931","21q22.11"
"APOBR","Approved symbol","APOBR","apolipoprotein B receptor","HGNC:24087","16p12.1"
