sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"RNF207","Approved symbol","RNF207","ring finger protein 207","HGNC:32947","1p36.31"
"TMEM82","Approved symbol","TMEM82","transmembrane protein 82","HGNC:32350","1p36.21"
"KRT35","Approved symbol","KRT35","keratin 35","HGNC:6453","17q21.2"
"TRNP1","Approved symbol","TRNP1","TMF1 regulated nuclear protein 1","HGNC:34348","1p36.11"
"TRNP1","Previous symbol","TRP-AGG2-6","tRNA-Pro (anticodon AGG) 2-6","HGNC:12331","14q11.2"
"TRNP1","Previous symbol","TRP-AGG2-5","tRNA-Pro (anticodon AGG) 2-5","HGNC:12330","14q11.2"
"TRNP1","Previous symbol","TRL-AAG2-3","tRNA-Leu (anticodon AAG) 2-3","HGNC:12315","14q11.2"
"CD164L2","Approved symbol","CD164L2","CD164 molecule like 2","HGNC:32043","1p36.11"
"TRABD2B","Approved symbol","TRABD2B","TraB domain containing 2B","HGNC:44200","1p33"
"LDLRAD1","Approved symbol","LDLRAD1","low density lipoprotein receptor class A domain containing 1","HGNC:32069","1p32.3"
"GBP7","Approved symbol","GBP7","guanylate binding protein 7","HGNC:29606","1p22.2"
"C1orf146","Approved symbol","C1orf146","chromosome 1 open reading frame 146","HGNC:24032","1p22.1"
"DIPK1A","Approved symbol","DIPK1A","divergent protein kinase domain 1A","HGNC:32213","1p22.1"
"SLC6A17","Approved symbol","SLC6A17","solute carrier family 6 member 17","HGNC:31399","1p13.3"
"NOTCH2NLA","Approved symbol","NOTCH2NLA","notch 2 N-terminal like A","HGNC:31862","1q21.1"
"LYSMD1","Approved symbol","LYSMD1","LysM domain containing 1","HGNC:32070","1q21.3"
"HRNR","Approved symbol","HRNR","hornerin","HGNC:20846","1q21.3"
"FLG2","Approved symbol","FLG2","filaggrin 2","HGNC:33276","1q21.3"
"KRT81","Approved symbol","KRT81","keratin 81","HGNC:6458","12q13.13"
"CFAP141","Approved symbol","CFAP141","cilia and flagella associated protein 141","HGNC:32305","1q21.3"
"C1orf53","Approved symbol","C1orf53","chromosome 1 open reading frame 53","HGNC:30003","1q31.3"
"TMEM81","Approved symbol","TMEM81","transmembrane protein 81","HGNC:32349","1q32.1"
"CAPN8","Approved symbol","CAPN8","calpain 8","HGNC:1485","1q41"
"COA6","Approved symbol","COA6","cytochrome c oxidase assembly factor 6","HGNC:18025","1q42.2"
"OR14A2","Approved symbol","OR14A2","olfactory receptor family 14 subfamily A member 2","HGNC:15024","1q44"
"SMIM26","Approved symbol","SMIM26","small integral membrane protein 26","HGNC:43430","20p11.23"
"EFCAB8","Approved symbol","EFCAB8","EF-hand calcium binding domain 8","HGNC:34532","20q11.21"
"FAM209B","Approved symbol","FAM209B","family with sequence similarity 209 member B","HGNC:16101","20q13.31"
"KRT82","Approved symbol","KRT82","keratin 82","HGNC:6459","12q13.13"
"KRTAP26-1","Approved symbol","KRTAP26-1","keratin associated protein 26-1","HGNC:33760","21q22.11"
"SMIM34","Approved symbol","SMIM34","small integral membrane protein 34","HGNC:39601","21q22.12"
"CCDC188","Approved symbol","CCDC188","coiled-coil domain containing 188","HGNC:51899","22q11.21"
"LRRC75B","Approved symbol","LRRC75B","leucine rich repeat containing 75B","HGNC:33155","22q11.23"
"KRT83","Approved symbol","KRT83","keratin 83","HGNC:6460","12q13.13"
"MFSD2B","Approved symbol","MFSD2B","MFSD2 lysolipid transporter B, sphingolipid","HGNC:37207","2p23.3"
"PCARE","Approved symbol","PCARE","photoreceptor cilium actin regulator","HGNC:34383","2p23.2"
"TMEM247","Approved symbol","TMEM247","transmembrane protein 247","HGNC:42967","2p21"
"TSPYL6","Approved symbol","TSPYL6","TSPY like 6","HGNC:14521","2p16.2"
"C2orf78","Approved symbol","C2orf78","chromosome 2 open reading frame 78","HGNC:34349","2p13.1"
"BOLA3","Approved symbol","BOLA3","bolA family member 3","HGNC:24415","2p13.1"
"C2orf81","Approved symbol","C2orf81","chromosome 2 open reading frame 81","HGNC:34350","2p13.1"
"C2orf68","Approved symbol","C2orf68","chromosome 2 open reading frame 68","HGNC:34353","2p11.2"
"RHOC","Approved symbol","RHOC","ras homolog family member C","HGNC:669","1p13.2"
"KRT84","Approved symbol","KRT84","keratin 84","HGNC:6461","12q13.13"
"SLC9A4","Approved symbol","SLC9A4","solute carrier family 9 member A4","HGNC:11077","2q12.1"
"SP5","Approved symbol","SP5","Sp5 transcription factor","HGNC:14529","2q31.1"
"PLEKHM3","Approved symbol","PLEKHM3","pleckstrin homology domain containing M3","HGNC:34006","2q33.3"
"C2orf80","Approved symbol","C2orf80","chromosome 2 open reading frame 80","HGNC:34352","2q33.3"
"RESP18","Approved symbol","RESP18","regulated endocrine specific protein 18","HGNC:33762","2q35"
"SNORC","Approved symbol","SNORC","secondary ossification center associated regulator of chondrocyte maturation","HGNC:33763","2q37.1"
"OR6B2","Approved symbol","OR6B2","olfactory receptor family 6 subfamily B member 2","HGNC:15041","2q37.3"
"KRT85","Approved symbol","KRT85","keratin 85","HGNC:6462","12q13.13"
"ZNF662","Approved symbol","ZNF662","zinc finger protein 662","HGNC:31930","3p22.1"
"CDHR4","Approved symbol","CDHR4","cadherin related family member 4","HGNC:34527","3p21.31"
"INKA1","Approved symbol","INKA1","inka box actin regulator 1","HGNC:32480","3p21.31"
"IQCF2","Approved symbol","IQCF2","IQ motif containing F2","HGNC:31815","3p21.2"
"IQCF5","Approved symbol","IQCF5","IQ motif containing F5","HGNC:35159","3p21.2"
"MUSTN1","Approved symbol","MUSTN1","musculoskeletal, embryonic nuclear protein 1","HGNC:22144","3p21.1"
"VGLL3","Approved symbol","VGLL3","vestigial like family member 3","HGNC:24327","3p12.1"
"PRR23B","Approved symbol","PRR23B","proline rich 23B","HGNC:33764","3q23"
"PRR23C","Approved symbol","PRR23C","proline rich 23C","HGNC:37173","3q23"
"PLSCR5","Approved symbol","PLSCR5","phospholipid scramblase family member 5","HGNC:19952","3q24"
"ANKUB1","Approved symbol","ANKUB1","ankyrin repeat and ubiquitin domain containing 1","HGNC:29642","3q25.1"
"LEKR1","Approved symbol","LEKR1","leucine, glutamate and lysine rich 1","HGNC:33765","3q25.31"
"TMEM212","Approved symbol","TMEM212","transmembrane protein 212","HGNC:34295","3q26.31"
"C4orf50","Approved symbol","C4orf50","chromosome 4 open reading frame 50","HGNC:33766","4p16.2-p16.1"
"KRT86","Approved symbol","KRT86","keratin 86","HGNC:6463","12q13"
"SMIM20","Approved symbol","SMIM20","small integral membrane protein 20","HGNC:37260","4p15.2"
"BEND4","Approved symbol","BEND4","BEN domain containing 4","HGNC:23815","4p13"
"GRXCR1","Approved symbol","GRXCR1","glutaredoxin and cysteine rich domain containing 1","HGNC:31673","4p13"
"TMPRSS11F","Approved symbol","TMPRSS11F","transmembrane serine protease 11F","HGNC:29994","4q13.2"
"LRRC14B","Approved symbol","LRRC14B","leucine rich repeat containing 14B","HGNC:37268","5p15.33"
"ANXA2R","Approved symbol","ANXA2R","annexin A2 receptor","HGNC:33463","5p12"
"SPMIP10","Approved symbol","SPMIP10","sperm microtubule inner protein 10","HGNC:33767","5q23.2"
"SMIM32","Approved symbol","SMIM32","small integral membrane protein 32","HGNC:53640","5q31.1"
"PROB1","Approved symbol","PROB1","proline rich basic protein 1","HGNC:41906","5q31.2"
"C5orf46","Approved symbol","C5orf46","chromosome 5 open reading frame 46","HGNC:33768","5q32"
"ARHGEF37","Approved symbol","ARHGEF37","Rho guanine nucleotide exchange factor 37","HGNC:34430","5q32"
"PSMG4","Approved symbol","PSMG4","proteasome assembly chaperone 4","HGNC:21108","6p25.2"
"SFTA2","Approved symbol","SFTA2","surfactant associated 2","HGNC:18386","6p21.33"
"CLPSL2","Approved symbol","CLPSL2","colipase like 2","HGNC:21250","6p21.31"
"BNIP5","Approved symbol","BNIP5","BCL2 interacting protein 5","HGNC:33769","6p21.31"
"GLYATL3","Approved symbol","GLYATL3","glycine-N-acyltransferase like 3","HGNC:21349","6p12.3"
"GFRAL","Approved symbol","GFRAL","GDNF family receptor alpha like","HGNC:32789","6p12.1"
"LIN28B","Approved symbol","LIN28B","lin-28 homolog B","HGNC:32207","6q16.3-q21"
"SAMD5","Approved symbol","SAMD5","sterile alpha motif domain containing 5","HGNC:21180","6q24.3"
"IYD","Approved symbol","IYD","iodotyrosine deiodinase","HGNC:21071","6q25.1"
"NUPR2","Approved symbol","NUPR2","nuclear protein 2, transcriptional regulator","HGNC:44164","7p11.2"
"KTN1","Approved symbol","KTN1","kinectin 1","HGNC:6467","14q22.3"
"GTF2IRD2B","Approved symbol","GTF2IRD2B","GTF2I repeat domain containing 2B","HGNC:33125","7q11.23"
"LAMTOR4","Approved symbol","LAMTOR4","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4","HGNC:33772","7q22.1"
"FEZF1","Approved symbol","FEZF1","FEZ family zinc finger 1","HGNC:22788","7q31.32"
"FAM180A","Approved symbol","FAM180A","family with sequence similarity 180 member A","HGNC:33773","7q33"
"XKR5","Approved symbol","XKR5","XK related 5","HGNC:20782","8p23.1"
"FAM90A3","Approved symbol","FAM90A3","family with sequence similarity 90 member A3","HGNC:32251","8p23.1"
"FAM90A15","Approved symbol","FAM90A15","family with sequence similarity 90 member A15","HGNC:32263","8p23.1"
"NUGGC","Approved symbol","NUGGC","nuclear GTPase, germinal center associated","HGNC:33550","8p21.1"
"ALKAL1","Approved symbol","ALKAL1","ALK and LTK ligand 1","HGNC:33775","8q11.23"
"XKR9","Approved symbol","XKR9","XK related 9","HGNC:20937","8q13.3"
"RBM12B","Approved symbol","RBM12B","RNA binding motif protein 12B","HGNC:32310","8q22.1"
"MAFA","Approved symbol","MAFA","MAF bZIP transcription factor A","HGNC:23145","8q24.3"
"MAFA","Alias symbol","KLRG1","killer cell lectin like receptor G1","HGNC:6380","12p13.31"
"L1CAM","Approved symbol","L1CAM","L1 cell adhesion molecule","HGNC:6470","Xq28"
"SPATA31A6","Approved symbol","SPATA31A6","SPATA31 subfamily A member 6","HGNC:32006","9p11.2"
"SPATA31D4","Approved symbol","SPATA31D4","SPATA31 subfamily D member 4","HGNC:38601","9q21.32"
"SPATA31D3","Approved symbol","SPATA31D3","SPATA31 subfamily D member 3","HGNC:38603","9q21.32"
"SPATA31D1","Approved symbol","SPATA31D1","SPATA31 subfamily D member 1","HGNC:37283","9q21.32"
"C9orf153","Approved symbol","C9orf153","chromosome 9 open reading frame 153","HGNC:31456","9q21.33"
"IER5L","Approved symbol","IER5L","immediate early response 5 like","HGNC:23679","9q34.11"
"CFAP77","Approved symbol","CFAP77","cilia and flagella associated protein 77","HGNC:33776","9q34.13"
"LAD1","Approved symbol","LAD1","ladinin 1","HGNC:6472","1q32.1"
"LCN15","Approved symbol","LCN15","lipocalin 15","HGNC:33777","9q34.3"
"AJM1","Approved symbol","AJM1","apical junction component 1 homolog","HGNC:37284","9q34.3"
"LRRC26","Approved symbol","LRRC26","leucine rich repeat containing 26","HGNC:31409","9q34.3"
"MYMK","Approved symbol","MYMK","myomaker, myoblast fusion factor","HGNC:33778","9q34.2"
"MAP3K15","Approved symbol","MAP3K15","mitogen-activated protein kinase kinase kinase 15","HGNC:31689","Xp22.12"
"SPACA5","Approved symbol","SPACA5","sperm acrosome associated 5","HGNC:31353","Xp11.23"
"USP27X","Approved symbol","USP27X","ubiquitin specific peptidase 27 X-linked","HGNC:13486","Xp11.23"
"CENPVL1","Approved symbol","CENPVL1","centromere protein V like 1","HGNC:31851","Xp11.22"
"PAGE2B","Approved symbol","PAGE2B","PAGE family member 2B","HGNC:31805","Xp11.21"
"ZCCHC13","Approved symbol","ZCCHC13","zinc finger CCHC-type containing 13","HGNC:31749","Xq13.2"
"HAPSTR2","Approved symbol","HAPSTR2","HUWE1 associated protein modifying stress responses 2","HGNC:55138","Xq27.1"
"AFF3","Approved symbol","AFF3","ALF transcription elongation factor 3","HGNC:6473","2q11.2"
"CSAG3","Approved symbol","CSAG3","CSAG family member 3","HGNC:26237","Xq28"
"C1QL3","Approved symbol","C1QL3","complement C1q like 3","HGNC:19359","10p13"
"ACAT2","Approved symbol","ACAT2","acetyl-CoA acetyltransferase 2","HGNC:94","6q25.3"
"ACAT2","Alias symbol","SOAT2","sterol O-acyltransferase 2","HGNC:11178","12q13.13"
"RND3","Approved symbol","RND3","Rho family GTPase 3","HGNC:671","2q23.3"
"NKX1-2","Approved symbol","NKX1-2","NK1 homeobox 2","HGNC:31652","10q26.13"
"SSU72L2","Approved symbol","SSU72L2","SSU72 like 2","HGNC:43621","11p15.4"
"SSU72L1","Approved symbol","SSU72L1","SSU72 like 1","HGNC:43626","11p15.4"
"OR52K1","Approved symbol","OR52K1","olfactory receptor family 52 subfamily K member 1","HGNC:15222","11p15.4"
"OR52I1","Approved symbol","OR52I1","olfactory receptor family 52 subfamily I member 1","HGNC:15220","11p15.4"
"OR51D1","Approved symbol","OR51D1","olfactory receptor family 51 subfamily D member 1","HGNC:15193","11p15.4"
"OR52A5","Approved symbol","OR52A5","olfactory receptor family 52 subfamily A member 5","HGNC:19580","11p15.4"
"OR51B6","Approved symbol","OR51B6","olfactory receptor family 51 subfamily B member 6","HGNC:19600","11p15.4"
"OR51M1","Approved symbol","OR51M1","olfactory receptor family 51 subfamily M member 1","HGNC:14847","11p15.4"
"OR51Q1","Approved symbol","OR51Q1","olfactory receptor family 51 subfamily Q member 1","HGNC:14851","11p15.4"
"OR51I1","Approved symbol","OR51I1","olfactory receptor family 51 subfamily I member 1","HGNC:15200","11p15.4"
"OR51I2","Approved symbol","OR51I2","olfactory receptor family 51 subfamily I member 2","HGNC:15201","11p15.4"
"OR52D1","Approved symbol","OR52D1","olfactory receptor family 52 subfamily D member 1","HGNC:15212","11p15.4"
"OR52H1","Approved symbol","OR52H1","olfactory receptor family 52 subfamily H member 1","HGNC:15218","11p15.4"
"OR52N4","Approved symbol","OR52N4","olfactory receptor family 52 subfamily N member 4","HGNC:15230","11p15.4"
"OR56B2P","Previous symbol","OR56B2","olfactory receptor family 56 subfamily B member 2","HGNC:15246","11p15.4"
"OR52N5","Approved symbol","OR52N5","olfactory receptor family 52 subfamily N member 5","HGNC:15231","11p15.4"
"OR52N2","Approved symbol","OR52N2","olfactory receptor family 52 subfamily N member 2","HGNC:15228","11p15.4"
"OR52E6","Approved symbol","OR52E6","olfactory receptor family 52 subfamily E member 6","HGNC:15215","11p15.4"
"OR52E8","Approved symbol","OR52E8","olfactory receptor family 52 subfamily E member 8","HGNC:15217","11p15.4"
"OR52E4","Approved symbol","OR52E4","olfactory receptor family 52 subfamily E member 4","HGNC:15213","11p15.4"
"OR52E5","Approved symbol","OR52E5","olfactory receptor family 52 subfamily E member 5","HGNC:15214","11p15.4"
"OR56A3","Approved symbol","OR56A3","olfactory receptor family 56 subfamily A member 3","HGNC:14786","11p15.4"
"OR56A5","Approved symbol","OR56A5","olfactory receptor family 56 subfamily A member 5","HGNC:14792","11p15.4"
"OR10A6","Approved symbol","OR10A6","olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)","HGNC:15132","11p15.4"
"ACCSL","Approved symbol","ACCSL","1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like","HGNC:34391","11p11.2"
"OR4X1","Approved symbol","OR4X1","olfactory receptor family 4 subfamily X member 1","HGNC:14854","11p11.2"
"OR5D13","Approved symbol","OR5D13","olfactory receptor family 5 subfamily D member 13","HGNC:15280","11q11"
"OR5D16","Approved symbol","OR5D16","olfactory receptor family 5 subfamily D member 16","HGNC:15283","11q12.1"
"OR5W2","Approved symbol","OR5W2","olfactory receptor family 5 subfamily W member 2","HGNC:15299","11q12.1"
"OR8H2","Approved symbol","OR8H2","olfactory receptor family 8 subfamily H member 2","HGNC:15308","11q12.1"
"OR8H3","Approved symbol","OR8H3","olfactory receptor family 8 subfamily H member 3","HGNC:15309","11q12.1"
"OR5T3","Approved symbol","OR5T3","olfactory receptor family 5 subfamily T member 3","HGNC:15297","11q12.1"
"OR5T1","Approved symbol","OR5T1","olfactory receptor family 5 subfamily T member 1","HGNC:14821","11q12.1"
"OR8K1","Approved symbol","OR8K1","olfactory receptor family 8 subfamily K member 1","HGNC:14831","11q12.1"
"OR5M9","Approved symbol","OR5M9","olfactory receptor family 5 subfamily M member 9","HGNC:15294","11q12.1"
"OR5M10","Approved symbol","OR5M10","olfactory receptor family 5 subfamily M member 10","HGNC:15290","11q12.1"
"OR5M1","Approved symbol","OR5M1","olfactory receptor family 5 subfamily M member 1","HGNC:8352","11q12.1"
"OR9G1","Approved symbol","OR9G1","olfactory receptor family 9 subfamily G member 1","HGNC:15319","11q12.1"
"OR5AK2","Approved symbol","OR5AK2","olfactory receptor family 5 subfamily AK member 2","HGNC:15251","11q12.1"
"OR5B2","Approved symbol","OR5B2","olfactory receptor family 5 subfamily B member 2","HGNC:8323","11q12.1"
"OR5B12","Approved symbol","OR5B12","olfactory receptor family 5 subfamily B member 12","HGNC:15432","11q12.1"
"OR5AN1","Approved symbol","OR5AN1","olfactory receptor family 5 subfamily AN member 1","HGNC:15255","11q12.1"
"OR4D10","Approved symbol","OR4D10","olfactory receptor family 4 subfamily D member 10","HGNC:15173","11q12.1"
"OR4D9","Approved symbol","OR4D9","olfactory receptor family 4 subfamily D member 9","HGNC:15178","11q12.1"
"LAG3","Approved symbol","LAG3","lymphocyte activating 3","HGNC:6476","12p13.31"
"OR10V1","Approved symbol","OR10V1","olfactory receptor family 10 subfamily V member 1","HGNC:15136","11q12.1"
"LRRC10B","Approved symbol","LRRC10B","leucine rich repeat containing 10B","HGNC:37215","11q12.2"
"GPR152","Approved symbol","GPR152","G protein-coupled receptor 152","HGNC:23622","11q13.2"
"TRIM77","Approved symbol","TRIM77","tripartite motif containing 77","HGNC:34228","11q14.3"
"IZUMO1R","Approved symbol","IZUMO1R","IZUMO1 receptor, JUNO","HGNC:32565","11q21"
"KDM4E","Approved symbol","KDM4E","lysine demethylase 4E","HGNC:37098","11q21"
"BSX","Approved symbol","BSX","brain specific homeobox","HGNC:20450","11q24.1"
"OR6X1","Approved symbol","OR6X1","olfactory receptor family 6 subfamily X member 1","HGNC:14737","11q24.1"
"OR6M1","Approved symbol","OR6M1","olfactory receptor family 6 subfamily M member 1","HGNC:14711","11q24.1"
"OR10G4","Approved symbol","OR10G4","olfactory receptor family 10 subfamily G member 4","HGNC:14809","11q24.2"
"OR10G7","Approved symbol","OR10G7","olfactory receptor family 10 subfamily G member 7","HGNC:14842","11q24.2"
"OR8B3","Approved symbol","OR8B3","olfactory receptor family 8 subfamily B member 3","HGNC:8472","11q24.2"
"OR8A1","Approved symbol","OR8A1","olfactory receptor family 8 subfamily A member 1","HGNC:8469","11q24.2"
"LAIR1","Approved symbol","LAIR1","leukocyte associated immunoglobulin like receptor 1","HGNC:6477","19q13.42"
"OR5BS1P","Previous symbol","OR5BS1","olfactory receptor family 5 subfamily BS member 1","HGNC:19627","12q13.11"
"OR6C1","Approved symbol","OR6C1","olfactory receptor family 6 subfamily C member 1","HGNC:8355","12q13.2"
"OR6C75","Approved symbol","OR6C75","olfactory receptor family 6 subfamily C member 75","HGNC:31304","12q13.2"
"OR6C76","Approved symbol","OR6C76","olfactory receptor family 6 subfamily C member 76","HGNC:31305","12q13.2"
"OR6C70","Approved symbol","OR6C70","olfactory receptor family 6 subfamily C member 70","HGNC:31299","12q13.2"
"LAIR2","Approved symbol","LAIR2","leukocyte associated immunoglobulin like receptor 2","HGNC:6478","19q13.42"
"OR4N2","Approved symbol","OR4N2","olfactory receptor family 4 subfamily N member 2","HGNC:14742","14q11.2"
"OR4K2","Approved symbol","OR4K2","olfactory receptor family 4 subfamily K member 2","HGNC:14728","14q11.2"
"OR4K13","Approved symbol","OR4K13","olfactory receptor family 4 subfamily K member 13","HGNC:15351","14q11.2"
"OR4K17","Approved symbol","OR4K17","olfactory receptor family 4 subfamily K member 17","HGNC:15355","14q11.2"
"OR4N5","Approved symbol","OR4N5","olfactory receptor family 4 subfamily N member 5","HGNC:15358","14q11.2"
"OR11G2","Approved symbol","OR11G2","olfactory receptor family 11 subfamily G member 2","HGNC:15346","14q11.2"
"OR11H4","Approved symbol","OR11H4","olfactory receptor family 11 subfamily H member 4","HGNC:15347","14q11.2"
"RNASE9","Approved symbol","RNASE9","ribonuclease A family member 9 (inactive)","HGNC:20673","14q11.2"
"RNASE9","Alias symbol","RNASE10","ribonuclease A family member 10 (inactive)","HGNC:19275","14q11.2"
"OR5AU1","Approved symbol","OR5AU1","olfactory receptor family 5 subfamily AU member 1","HGNC:15362","14q11.2"
"OR4M2","Approved symbol","OR4M2","olfactory receptor family 4 subfamily M member 2","HGNC:15373","15q11.2"
"KBTBD13","Approved symbol","KBTBD13","kelch repeat and BTB domain containing 13","HGNC:37227","15q22.31"
"UBAP1L","Approved symbol","UBAP1L","ubiquitin associated protein 1 like","HGNC:40028","15q22.31"
"SKOR1","Approved symbol","SKOR1","SKI family transcriptional corepressor 1","HGNC:21326","15q23"
"LALBA","Approved symbol","LALBA","lactalbumin alpha","HGNC:6480","12q13.11"
"ANKRD34C","Approved symbol","ANKRD34C","ankyrin repeat domain 34C","HGNC:33888","15q25.1"
"GDPGP1","Approved symbol","GDPGP1","GDP-D-glucose phosphorylase 1","HGNC:34360","15q26.1"
"OR4F6","Approved symbol","OR4F6","olfactory receptor family 4 subfamily F member 6","HGNC:15372","15q26.3"
"OR4F15","Approved symbol","OR4F15","olfactory receptor family 4 subfamily F member 15","HGNC:15078","15q26.3"
"C1QTNF8","Approved symbol","C1QTNF8","C1q and TNF related 8","HGNC:31374","16p13.3"
"PTX4","Approved symbol","PTX4","pentraxin 4","HGNC:14171","16p13.3"
"PABPN1L","Approved symbol","PABPN1L","PABPN1 like, cytoplasmic","HGNC:37237","16q24.3"
"ARL5C","Approved symbol","ARL5C","ARF like GTPase 5C","HGNC:31111","17q12"
"KRT39","Approved symbol","KRT39","keratin 39","HGNC:32971","17q21.2"
"LAMA2","Approved symbol","LAMA2","laminin subunit alpha 2","HGNC:6482","6q22.33"
"ONECUT3","Approved symbol","ONECUT3","one cut homeobox 3","HGNC:13399","19p13.3"
"OR7G2","Approved symbol","OR7G2","olfactory receptor family 7 subfamily G member 2","HGNC:8466","19p13.2"
"OR7G3","Approved symbol","OR7G3","olfactory receptor family 7 subfamily G member 3","HGNC:8467","19p13.2"
"OR7A10","Approved symbol","OR7A10","olfactory receptor family 7 subfamily A member 10","HGNC:8356","19p13.12"
"LAMA3","Approved symbol","LAMA3","laminin subunit alpha 3","HGNC:6483","18q11.2"
"LAMA3","Alias symbol","LAMA4","laminin subunit alpha 4","HGNC:6484","6q21"
"NUDT19","Approved symbol","NUDT19","nudix hydrolase 19","HGNC:32036","19q13.11"
"ZNF793","Approved symbol","ZNF793","zinc finger protein 793","HGNC:33115","19q13.12"
"ACP7","Approved symbol","ACP7","acid phosphatase 7, tartrate resistant (putative)","HGNC:33781","19q13.2"
"ERFL","Approved symbol","ERFL","ETS repressor factor like","HGNC:53894","19q13.2"
"PINLYP","Approved symbol","PINLYP","phospholipase A2 inhibitor and LY6/PLAUR domain containing","HGNC:44206","19q13.31"
"PPIAP59","Approved symbol","PPIAP59","peptidylprolyl isomerase A pseudogene 59","HGNC:53683","19q13.41"
"ZNF805","Approved symbol","ZNF805","zinc finger protein 805","HGNC:23272","19q13.43"
"HES3","Approved symbol","HES3","hes family bHLH transcription factor 3","HGNC:26226","1p36.31"
"PRAMEF12","Approved symbol","PRAMEF12","PRAME family member 12","HGNC:22125","1p36.21"
"RHOG","Approved symbol","RHOG","ras homolog family member G","HGNC:672","11p15.4"
"LAMA4","Approved symbol","LAMA4","laminin subunit alpha 4","HGNC:6484","6q21"
"PRAMEF8","Approved symbol","PRAMEF8","PRAME family member 8","HGNC:24074","1p36.21"
"PRAMEF18","Approved symbol","PRAMEF18","PRAME family member 18","HGNC:30693","1p36.21"
"PRAMEF17","Approved symbol","PRAMEF17","PRAME family member 17","HGNC:29485","1p36.21"
"PLA2G2C","Approved symbol","PLA2G2C","phospholipase A2 group IIC","HGNC:9032","1p36.12"
"FRRS1","Approved symbol","FRRS1","ferric chelate reductase 1","HGNC:27622","1p21.2"
"LAMA5","Approved symbol","LAMA5","laminin subunit alpha 5","HGNC:6485","20q13.33"
"VHLL","Approved symbol","VHLL","VHL like","HGNC:30666","1q22"
"OR10K2","Approved symbol","OR10K2","olfactory receptor family 10 subfamily K member 2","HGNC:14826","1q23.1"
"OR10K1","Approved symbol","OR10K1","olfactory receptor family 10 subfamily K member 1","HGNC:14693","1q23.1"
"OR6Y1","Approved symbol","OR6Y1","olfactory receptor family 6 subfamily Y member 1","HGNC:14823","1q23.1"
"OR6K3","Approved symbol","OR6K3","olfactory receptor family 6 subfamily K member 3","HGNC:15030","1q23.1"
"VSIG8","Approved symbol","VSIG8","V-set and immunoglobulin domain containing 8","HGNC:32063","1q23.2"
"OR11L1","Approved symbol","OR11L1","olfactory receptor family 11 subfamily L member 1","HGNC:14998","1q44"
"OR2L8","Approved symbol","OR2L8","olfactory receptor family 2 subfamily L member 8","HGNC:15014","1q44"
"OR2AK2","Approved symbol","OR2AK2","olfactory receptor family 2 subfamily AK member 2","HGNC:19569","1q44"
"OR2L3","Approved symbol","OR2L3","olfactory receptor family 2 subfamily L member 3","HGNC:15009","1q44"
"OR2M2","Approved symbol","OR2M2","olfactory receptor family 2 subfamily M member 2","HGNC:8268","1q44"
"OR2T33","Approved symbol","OR2T33","olfactory receptor family 2 subfamily T member 33","HGNC:31255","1q44"
"OR2M7","Approved symbol","OR2M7","olfactory receptor family 2 subfamily M member 7","HGNC:19594","1q44"
"LAMB1","Approved symbol","LAMB1","laminin subunit beta 1","HGNC:6486","7q31.1"
"OR2G6","Approved symbol","OR2G6","olfactory receptor family 2 subfamily G member 6","HGNC:27019","1q44"
"SPINT4","Approved symbol","SPINT4","serine peptidase inhibitor, Kunitz type 4","HGNC:16130","20q13.12"
"LAMB2","Approved symbol","LAMB2","laminin subunit beta 2","HGNC:6487","3p21.31"
"LAMB2","Previous symbol","LAMC1","laminin subunit gamma 1","HGNC:6492","1q25.3"
"PTRHD1","Approved symbol","PTRHD1","peptidyl-tRNA hydrolase domain containing 1","HGNC:33782","2p23.3"
"SULT6B1","Approved symbol","SULT6B1","sulfotransferase family 6B member 1","HGNC:33433","2p22.2"
"LAMB3","Approved symbol","LAMB3","laminin subunit beta 3","HGNC:6490","1q32.2"
"DYTN","Approved symbol","DYTN","dystrotelin","HGNC:23279","2q33.3"
"LAMC1","Approved symbol","LAMC1","laminin subunit gamma 1","HGNC:6492","1q25.3"
"LAMP1","Approved symbol","LAMP1","lysosomal associated membrane protein 1","HGNC:6499","13q34"
"TRIM61","Approved symbol","TRIM61","tripartite motif containing 61","HGNC:24339","4q32.3"
"TRIM75","Approved symbol","TRIM75","tripartite motif containing 75","HGNC:32686","4q32.3"
"MYL12BP2","Approved symbol","MYL12BP2","MYL12B pseudogene 2","HGNC:51650","4q35.1"
"HELT","Approved symbol","HELT","helt bHLH transcription factor","HGNC:33783","4q35.1"
"TAF11L2","Approved symbol","TAF11L2","TATA-box binding protein associated factor 11 like 2","HGNC:53845","5p15.1"
"TAF11L4","Approved symbol","TAF11L4","TATA-box binding protein associated factor 11 like 4","HGNC:53847","5p15.1"
"TAF11L6","Approved symbol","TAF11L6","TATA-box binding protein associated factor 11 like 6","HGNC:53849","5p15.1"
"H3Y1","Approved symbol","H3Y1","H3.Y histone 1","HGNC:43735","5p15.1"
"LAMC2","Approved symbol","LAMC2","laminin subunit gamma 2","HGNC:6493","1q25.3"
"ARHGAP1","Approved symbol","ARHGAP1","Rho GTPase activating protein 1","HGNC:673","11p11.2"
